:START_ID,:END_ID,:TYPE,weight:float,confidence,label,context_required,source,source_pmids,source_years,n_sources:int
compliance-above-lip-recruitable-lung,alveolar-derecruitment-peep-decrement,MECHANISM,0.85,HIGH,Compliance above LIP reflects recruitable lung in ALI,acute-lung-injury,curated,11549535,2001,1
computer-driven-weaning-protocol,reduced-weaning-duration,BENEFICIAL,0.85,HIGH,"Median weaning duration 3d vs 5d, p=0.01",mechanical-ventilation,curated,16840741,2006,1
cooling-febrile-critically-ill,reduced-oxygen-consumption,BENEFICIAL,0.85,HIGH,"VO2 decreased from 359.0 ± 65.0 to 295.1 ± 57.3 ml/min, p<0.01",febrile-critically-ill,curated,7812538,1995,1
covid-19-induced-procoagulant-state,covid-19-ards-associated-thrombosis,HARMFUL,0.85,HIGH,High rate of thrombotic complications (16.7% PE) despite anticoagulation,COVID-19-ARDS,curated,32367170,2020,1
inhaled-nitric-oxide,improved-pao2-fio2,BENEFICIAL,0.85,HIGH,Increased PaO2/FiO2 from 115 to 144 mmHg,ards,curated,8630585,1996,1
ketoconazole-treatment-ali-ards,no-change-mortality-ventilator-free-days,NULL,0.85,HIGH,"Mortality 34.1% vs 35.2%, p=0.85. Ventilator-free days 9 vs 10, p=0.89.",ALI|ARDS,curated,10789668,2000,1
non-invasive-positive-pressure-ventilation-nppv,improved-respiratory-parameters-copd-exacerbation,BENEFICIAL,0.85,HIGH,"pH +0.03 (0.02-0.04), PaCO2 -0.40 kPa (-0.78 to -0.03), RR -3.08 bpm (-4.26 to -1.89)",respiratory-failure-COPD-exacerbation,curated,12543832,2003,1
noninvasive-ventilation-niv,improved-hypoxemia-and-tachypnea,BENEFICIAL,0.85,HIGH,"Higher in NIV group with time, p=0.029 each",severe-acute-hypoxemic-respiratory-failure,curated,14500259,2003,1
partial-liquid-ventilation-plv,ventilator-free-days-28d,NULL,0.85,HIGH,"No significant difference in ventilator-free days at 28 days (CMV 6.7 ± 1.8 vs PLV 6.3 ± 1.0, p=0.85)",ARDS,curated,11897644,2002,1
protective-ventilation-intraoperative,reduced-postoperative-respiratory-complications,BENEFICIAL,0.85,MEDIUM,"OR 0.90 (0.82-0.98), p=0.013",non-cardiac-surgery|general-anesthesia|endotracheal-intubation,curated,26174419,2015,1
pulmonary-artery-catheter-pac,no-impact-on-mortality,NULL,0.85,HIGH,"OR 1.04 (0.90-1.20), P=0.59",critical-illness,curated,16204666,2005,1
pulmonary-artery-catheter-pac,increased-inotrope-use,HARMFUL,0.85,HIGH,"OR 1.58 (1.19-2.12), P=0.002",critical-illness,curated,16204666,2005,1
reduced-alveolar-overdistention,reduced-ventilator-induced-lung-injury,MECHANISM,0.85,HIGH,Proposed: Preventing overdistention reduces VILI,,curated,8084064,1994,1
reintubation-after-extubation,increased-mortality,HARMFUL,0.85,HIGH,"OR 5.18 (3.38-7.94), P<0.001",postoperative-extubation,curated,21376523,2011,1
sars-cov-2-induced-respiratory-failure,biological-changes-underpin-critical-illness,MECHANISM,0.85,HIGH,Proposed: SARS-CoV-2 research supports focusing on underlying biology,critical-illness,curated,35715504,2022,1
temporal-trend-improved-ali-mortality,reduced-ali-mortality,BENEFICIAL,0.85,HIGH,"35% to 26% over 1996-2005, p<0.0005",ALI|ARDS-Network-centers,curated,19325464,2009,1
dexamethasone-covid19-ards-treatment,increased-ventilator-free-days-28d,BENEFICIAL,0.84,HIGH,"Mean diff 2.26 days (95% CI 0.2-4.38), p=0.04",COVID19-ARDS,curated,32876695,2020,1
haloperidol,delirium-incidence,MECHANISM,0.84,moderate,,,curated,30484283,2018,1
high-frequency-oscillation,improved-oxygenation-index,BENEFICIAL,0.84,HIGH,16-24% higher PaO2/FiO2 vs conventional ventilation,acute-lung-injury|ARDS,curated,20483951,2010,1
lymphopenia-on-admission,severe-covid-19-outcomes,HARMFUL,0.84,HIGH,"Mean diff -361.06 μL (95% CI -439.18 to -282.95), p<0.001",COVID-19,curated,32483488,2020,1
methylprednisolone-therapy,reduced-treatment-failure-severe-pneumonia,BENEFICIAL,0.84,HIGH,"OR 0.34 (0.14-0.87), ARD 18% (3-32%)",severe-community-acquired-pneumonia|high-inflammatory-response,curated,25688779,2015,1
noninvasive-ventilation-niv,reduced-need-for-intubation,BENEFICIAL,0.84,HIGH,"RR 0.29, P=0.002",solid-organ-transplantation|acute-respiratory-failure,curated,10634340,2000,1
hydrocortisone-treatment-sepsis-ards,no-change-28d-mortality,NULL,0.83,HIGH,"HR 0.80 (0.46-1.41), p=0.44",sepsis-associated-ards,curated,27741949,2016,1
intraoperative-high-dose-dexamethasone,reduced-composite-major-adverse-events-30d,NULL,0.83,HIGH,"RR 0.83 (0.67-1.01), ARD -1.5%",cardiac-surgery|cardiopulmonary-bypass,curated,23117776,2012,1
lower-tidal-volume-ventilation-olv-ecco2r,90-day-mortality,NULL,0.83,HIGH,"RR 1.05 (0.83-1.33), ARD 2.0% (-7.6% to 11.5%)",acute-hypoxemic-respiratory-failure,curated,34463700,2021,1
ventilatory-ratio,dead-space-fraction-vd-vt,MECHANISM,0.83,HIGH,Ventilatory ratio positively correlates with Vd/Vt,acute-respiratory-distress-syndrome,curated,30211618,2019,1
ards-subphenotype-identification,differential-peep-response-by-phenotype,BENEFICIAL,0.82,MEDIUM,"Effects of high vs low PEEP on mortality, VFDs, OFFDs differed by ARDS subphenotype (p=0.049, 0.018, 0.003)",acute-respiratory-distress-syndrome,curated,24853585,2014,1
bilevel-positive-airway-pressure-bpv-one-lung-ventilation,reduced-hospitalization-rate-acute-asthma,BENEFICIAL,0.82,MEDIUM,17.6% vs 62.5% hospitalization rate,acute-asthma,curated,12684289,2003,1
delphi-ards-definition,ards-diagnosis-accuracy,MECHANISM,0.82,MEDIUM,"Sensitivity 0.69, Specificity 0.82",critical-care,curated,16215375,2005,1
inspiratory-muscle-strength-training-imst,improved-weaning-outcome,BENEFICIAL,0.82,MEDIUM,"71% vs 47% weaned, ARD 24% (2-80)",failure-to-wean-ventilation,curated,21385346,2011,1
nasal-high-flow-oxygen-therapy-nhf,reduced-patient-discomfort,BENEFICIAL,0.82,MEDIUM,Lower interface and airway dryness discomfort scores at 24h,postextubation,curated,25003980,2014,1
niv-algorithm-compensation,reduced-auto-triggering,MECHANISM,0.82,MEDIUM,Proposed: NIV algorithms minimize auto-triggering and delayed cycling,noninvasive-ventilation,curated,22406958,2012,1
prone-positioning-severe-ards,increased-pressure-ulcers,HARMFUL,0.82,MEDIUM,OR 1.54 (P=0.065),severe-ARDS,curated,24352484,2014,1
reduced-ventilator-induced-lung-injury,reduced-ards-mortality,BENEFICIAL,0.82,HIGH,Observed: Hospital mortality 26.4% vs 53.3% predicted by APACHE II (p=0.004),,curated,7924367,1994,1
prone-positioning-in-acute-respiratory-failure,no-survival-benefit,NULL,0.81,HIGH,RR 0.84 (0.56-1.27) for 10-day mortality,acute-respiratory-failure,curated,11529210,2001,1
adjunctive-corticosteroid-therapy,reduced-ards,BENEFICIAL,0.8,MEDIUM,"RR 0.24 (0.10-0.56), ARD -6.2%",community-acquired-pneumonia,curated,26258555,2015,1
aerosolized-albuterol,heart-rate-increase,HARMFUL,0.8,HIGH,Significantly higher by ~4 beats/min in first 2 days,acute-lung-injury,curated,21562125,2011,1
aerosolized-prostacyclin,improved-pao2-fio2,BENEFICIAL,0.8,HIGH,Increased PaO2/FiO2 from 114 to 135 mmHg,ards,curated,8630585,1996,1
aerosolized-synthetic-surfactant,no-effect-on-30d-survival-ards,NULL,0.8,HIGH,"No significant effect on 30-day survival, APACHE III score, ICU stay, or ventilation duration",sepsis-induced-ards,curated,8618579,1996,1
ards-survival,reduced-hrql,HARMFUL,0.8,HIGH,"Clinically and statistically significant reductions in 7/8 SF-36 and 3/3 SGRQ domains, p<0.001",ARDS,curated,9929089,1999,1
assisted-coughing-and-noninvasive-ventilation,successful-extubation,BENEFICIAL,0.8,MEDIUM,"23/28 (82.1%) vs 2/20 (10%), p<0.001",respiratory-failure-SMA1,curated,10767247,2000,1
berlin-definition-ards-severity-criteria,improved-ards-diagnosis,BENEFICIAL,0.8,MEDIUM,Berlin definition has greater predictive validity for mortality than prior criteria,ards,curated,29466596,2018,1
covid-19-infection,increased-severe-illness,HARMFUL,0.8,MEDIUM,"More frequent acute respiratory failure, pulmonary embolism, septic shock, hemorrhagic stroke",COVID-19,curated,33341155,2021,1
daily-screening-trials-spontaneous-breathing,reduced-icu-costs,BENEFICIAL,0.8,MEDIUM,"Median $15,740 vs $20,890, p=0.03",respiratory-failure-requiring-mechanical-ventilation,curated,8948561,1996,1
days-breathing-without-assistance,discharged-alive-within-28-days,ASSOCIATION,0.8,4,Outcome,,curated,18191684,2008,1
driving-pressure-reduction,reduced-mortality-ards,BENEFICIAL,0.8,HIGH,ΔP impact 4x larger than RR on mortality,ards,curated,33784486,2021,1
early-corticosteroid-therapy-icu-admission,increased-icu-mortality,HARMFUL,0.8,HIGH,"OR 3.8 (2.1-7.2), p<0.01",severe-pandemic-H1N1-influenza-infection,curated,21107529,2011,1
early-predictors-respiratory-failure-guillain-barre,close-monitoring-early-ventilation-guillain-barre,BENEFICIAL,0.8,MEDIUM,Proposed: Identify high-risk patients for intensive monitoring and early ventilatory support,guillain-barre-syndrome,curated,12545029,2003,1
epidural-anaesthesia-and-analgesia,no-difference-in-major-adverse-outcomes,NULL,0.8,HIGH,"57.1% vs 60.7% had morbidity/mortality, p=0.29",major-abdominal-surgery|high-risk-population,curated,11965272,2002,1
helmet-noninvasive-ventilation,days-free-respiratory-support-28d,NULL,0.8,HIGH,"No significant difference in days free of respiratory support (median 20 vs 18 days, p=0.26)",COVID-19|hypoxemic-respiratory-failure,curated,33764378,2021,1
high-driving-pressure-delta-prs,increased-mortality-ards,HARMFUL,0.8,MEDIUM,"HR 1.05 (1.02-1.08), P=0.005",low-tidal-volume-ventilation,curated,27894328,2016,1
high-flow-nasal-cannula-oxygen-therapy-postextubation,reduced-postextubation-respiratory-failure,BENEFICIAL,0.8,MEDIUM,8.3% vs 14.4%,low-risk-extubation,curated,26975498,2016,1
high-flow-oxygen-therapy-severe-covid-19,reduced-intubation-rate,BENEFICIAL,0.8,HIGH,"HR 0.62 (0.39-0.96), p=0.03",severe-COVID-19,curated,34874419,2021,1
high-frequency-oscillatory-ventilation-hfov,survival-without-oxygen-or-ventilator-30d,NULL,0.8,HIGH,OR 0.80 (0.22-2.97),ards,curated,16137357,2005,1
high-plateau-pressure-pplat-rs,increased-mortality-ards,HARMFUL,0.8,MEDIUM,"HR 1.05 (1.01-1.08), P=0.008",low-tidal-volume-ventilation,curated,27894328,2016,1
high-pressure-barotrauma,ards-severity,MECHANISM,0.8,HIGH,Proposed: High airway pressure causes alveolar trauma,,curated,9847275,1998,1
high-vt-volutrauma,ards-severity,MECHANISM,0.8,HIGH,Proposed: High VT causes lung stretch and injury,,curated,9847275,1998,1
higher-peep-ventilation,reduced-need-rescue-therapy,BENEFICIAL,0.8,MEDIUM,"OR 0.51 (0.36-0.71), p<0.001",ARDS|acute-lung-injury,curated,19841457,2009,1
higher-peep-ventilation,reduced-mortality-rescue-therapy,BENEFICIAL,0.8,MEDIUM,"OR 0.51 (0.36-0.71), p<0.001",ARDS|acute-lung-injury,curated,19841457,2009,1
hypercapnic-acidosis,null-effect-6ml-group,NULL,0.8,MEDIUM,"OR 1.18 (95% CI 0.59-2.35), p=0.639",6mL-kg-tidal-volume,curated,16374149,2006,1
inhaled-nitric-oxide-ino,improved-oxygenation-ards,BENEFICIAL,0.8,MEDIUM,"Increased PaO2/FiO2 at 1h, 12h, 24h vs conventional",acute-respiratory-distress-syndrome,curated,9603111,1998,1
inspiratory-pressure-augmentation-sbt,improved-ventilator-liberation-outcomes,BENEFICIAL,0.8,MEDIUM,Conditional recommendation,critical-illness|mechanical-ventilation,curated,27818331,2017,1
interruption-of-inhaled-nitric-oxide,worsening-oxygenation-ards,HARMFUL,0.8,HIGH,"Decrease in PaO2/FiO2 by 81 ± 4 mmHg, increase in QVA/QT by 8.3 ± 0.4%, and increase in PAP by 5.3 ± 0.3 mmHg upon NO interruption",severe-ards,curated,7705124,1995,1
low-tidal-volume-ventilation,no-difference-in-ventilator-free-days-28d,NULL,0.8,HIGH,"Mean diff -0.27 days (95% CI -1.74 to 1.19), p=0.71",icu-patients-without-ards,curated,30357256,2018,1
lower-tidal-volume-ventilation,reduced-lung-injury-development,BENEFICIAL,0.8,HIGH,"13.5% vs 2.6%, P=0.01",mechanical-ventilation|without-acute-lung-injury,curated,20055989,2010,1
lower-tidal-volume-ventilation-olv-ecco2r,ventilator-free-days-28d,HARMFUL,0.8,HIGH,"Fewer ventilator-free days (-2.1 days, 95% CI -3.8 to -0.3)",acute-hypoxemic-respiratory-failure,curated,34463700,2021,1
minimise-ventilator-induced-lung-injury,reduced-ards-mortality,BENEFICIAL,0.8,HIGH,Cornerstone of ARDS management remains lung-protective ventilation to minimize VILI,ards,curated,29466596,2018,1
nasal-mask-nimv,improved-patient-tolerance,BENEFICIAL,0.8,HIGH,Better tolerated than full-face or nasal plugs,chronic-hypercapnic-respiratory-failure,curated,10890620,2000,1
nasal-positive-pressure-ventilation-plus-oxygen-npsv-ltot,improved-quality-of-life-hypercapnic-copd,BENEFICIAL,0.8,MEDIUM,Significantly better quality of life with NPSV+LTOT vs LTOT alone,hypercapnic-COPD,curated,7633704,1995,1
nava-ventilation-mode,reduced-patient-ventilator-asynchrony,BENEFICIAL,0.8,MEDIUM,"Asynchrony index >10% in 5/14 (36%) with PSV vs 0/14 (0%) with NAVA, p<0.05",acute-respiratory-failure,curated,18629471,2008,1
new-ventilatory-approach-na,no-difference-in-mortality,NULL,0.8,MEDIUM,p=0.45,acute-respiratory-distress-syndrome,curated,8520744,1995,1
nipsv-for-acute-cardiogenic-pulmonary-edema,faster-clinical-resolution,BENEFICIAL,0.8,MEDIUM,"Median time 30 vs 105 min, p=0.002",acute-cardiogenic-pulmonary-edema,curated,11191538,2000,1
niv,reduced-duration-invasive-ventilation,BENEFICIAL,0.8,HIGH,"-10.6 days, p=0.003",persistent-weaning-failure,curated,12689847,2003,1
niv,reduced-icu-stay,BENEFICIAL,0.8,HIGH,"-10.9 days, p=0.002",persistent-weaning-failure,curated,12689847,2003,1
niv,reduced-hospital-stay,BENEFICIAL,0.8,HIGH,"-13.0 days, p=0.026",persistent-weaning-failure,curated,12689847,2003,1
niv,reduced-nosocomial-pneumonia,BENEFICIAL,0.8,HIGH,"24% vs 59%, p=0.042",persistent-weaning-failure,curated,12689847,2003,1
niv,reduced-septic-shock,BENEFICIAL,0.8,HIGH,"10% vs 41%, p=0.045",persistent-weaning-failure,curated,12689847,2003,1
niv,improved-icu-survival,BENEFICIAL,0.8,HIGH,"90% vs 59%, p=0.045",persistent-weaning-failure,curated,12689847,2003,1
niv,improved-90-day-survival,BENEFICIAL,0.8,HIGH,p=0.044,persistent-weaning-failure,curated,12689847,2003,1
non-invasive-ventilation-niv,improved-survival-als,BENEFICIAL,0.8,HIGH,Median survival benefit of 205 days (p=0.006),amyotrophic-lateral-sclerosis|without-severe-bulbar-dysfunction,curated,16426990,2006,1
non-invasive-ventilation-niv,improved-quality-of-life-als,BENEFICIAL,0.8,HIGH,"Improved quality of life measures (T(i)MCS, T(i)sym, microMCS, microsym)",amyotrophic-lateral-sclerosis|without-severe-bulbar-dysfunction,curated,16426990,2006,1
non-invasive-ventilation-niv-palliative,reduced-dyspnea-opioid-use,BENEFICIAL,0.8,MEDIUM,"Borg scale -0.58 (-0.92 to -0.23), p=0.0012; lower morphine use",end-stage-cancer|palliative-care,curated,23406914,2013,1
noninvasive-mechanical-ventilation,reduced-mortality-ards,BENEFICIAL,0.8,HIGH,"RR 0.39 (0.28-0.56), mortality 42% vs 69%/77%",hematologic-malignancy|acute-respiratory-failure,curated,21666446,2011,1
noninvasive-positive-pressure-ventilation-nppv,improved-hypercapnic-respiratory-failure,BENEFICIAL,0.8,HIGH,"Significant improvement in PaO2, PaCO2, pH, respiratory rate vs standard therapy",hypercapnic-acute-respiratory-failure,curated,9872200,1998,1
noninvasive-positive-pressure-ventilation-nppv,well-tolerated,BENEFICIAL,0.8,HIGH,Only 2/17 required sedation,acute-respiratory-failure-in-asthma,curated,8797425,1996,1
noninvasive-positive-pressure-ventilation-nppv,reduced-endotracheal-intubation-rate,BENEFICIAL,0.8,HIGH,"Rate ratio 0.30, p=0.002",acute-respiratory-failure,curated,10712326,2000,1
noninvasive-pressure-support-ventilation,successful-weaning-60d,BENEFICIAL,0.8,MEDIUM,20% absolute difference in weaning success,COPD-respiratory-failure,curated,9556465,1998,1
noninvasive-pressure-support-ventilation,reduced-intubation-rate-hypercapnic-subgroup,BENEFICIAL,0.8,HIGH,"Noninvasive pressure support ventilation reduced intubation rate in hypercapnic patients (2 vs 9, p=0.015)",acute-respiratory-failure|cardiogenic-pulmonary-edema|hypercapnia,curated,12958051,2003,1
noninvasive-pressure-support-ventilation-nipsv,reduced-endotracheal-intubation,BENEFICIAL,0.8,MEDIUM,"36% vs 100%, p=0.02",acute-hypercapnic-respiratory-failure,curated,7874950,1995,1
noninvasive-pressure-support-ventilation-nipsv,reduced-icu-length-of-stay,BENEFICIAL,0.8,MEDIUM,"13 ± 15 days vs 32 ± 30 days, p=0.04",acute-hypercapnic-respiratory-failure,curated,7874950,1995,1
noninvasive-pressure-support-ventilation-nipsv,reduced-mortality,BENEFICIAL,0.8,MEDIUM,"9% vs 66%, p=0.06",acute-hypercapnic-respiratory-failure,curated,7874950,1995,1
noninvasive-ventilation-niv,reduced-icu-mortality,BENEFICIAL,0.8,HIGH,"Reduction in ICU mortality risk, p<0.01",solid-organ-transplantation|acute-respiratory-failure,curated,10634340|16276167,2005|2000,2
noninvasive-ventilation-niv,reduced-reintubation-rate,BENEFICIAL,0.8,HIGH,"4/48 vs 12/49, p=0.027",high-risk-postextubation-respiratory-failure,curated,16276167,2005,1
noninvasive-ventilation-niv,reduced-mortality,BENEFICIAL,0.8,HIGH,"RD -8%, p=0.03",acute-respiratory-failure,curated,11990914,2002,1
noninvasive-ventilation-niv,reduced-need-for-mechanical-ventilation,BENEFICIAL,0.8,HIGH,"RD -19%, p=0.001",acute-respiratory-failure,curated,11990914,2002,1
noninvasive-ventilation-niv,shorter-hospital-length-of-stay,BENEFICIAL,0.8,HIGH,"Mean diff -2.74 days, p=0.004",acute-respiratory-failure,curated,11990914,2002,1
noninvasive-ventilation-niv-postextubation,reduced-duration-endotracheal-mechanical-ventilation,BENEFICIAL,0.8,MEDIUM,"Significantly shorter ETMV duration with NIV (4.56 vs 7.69 days, p=0.004)",acute-on-chronic-respiratory-failure,curated,10390384,1999,1
optoelectronic-plethysmography-technique,chest-wall-volume-changes-measurement-intensive-care,BENEFICIAL,0.8,HIGH,Feasible and provides unique data,intensive-care|ALI-ARDS,curated,10806152,2000,1
prolonged-low-to-moderate-dose-corticosteroids,reduced-mortality-ards,BENEFICIAL,0.8,HIGH,"RR 0.62 (0.43-0.91), p=0.01",acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
prolonged-methylprednisolone-therapy,reduced-mortality-ards,BENEFICIAL,0.8,HIGH,"ICU mortality 0% vs 62%, p=0.002; hospital mortality 12% vs 62%, p=0.03",unresolving-ARDS,curated,9669790,1998,1
prolonged-methylprednisolone-therapy,improved-lung-function-ards,BENEFICIAL,0.8,HIGH,"Improved LIS, PaO2/FiO2, MODS scores vs placebo, p<0.001",unresolving-ARDS,curated,9669790,1998,1
prone-positioning,reduced-mortality-ards-60d,BENEFICIAL,0.8,MEDIUM,"RR 0.83 (0.68-1.02), p=0.073",ards,curated,24435203,2014,1
prone-positioning-ards,reduced-ards-mortality,BENEFICIAL,0.8,MEDIUM,Prone positioning associated with mortality benefit in severe ARDS,ards,curated,29466596,2018,1
protective-mechanical-ventilation,higher-rate-weaning-ventilation,BENEFICIAL,0.8,MEDIUM,"66% vs 29%, p=0.005",acute-respiratory-distress-syndrome,curated,9449727,1998,1
protective-mechanical-ventilation,reduced-barotrauma,BENEFICIAL,0.8,MEDIUM,"7% vs 42%, p=0.02",acute-respiratory-distress-syndrome,curated,9449727,1998,1
pulmonary-artery-catheter-guided-hemodynamic-management,no-improvement-in-survival-or-organ-function,NULL,0.8,HIGH,Rates of death and other outcomes similar between PAC and CVC groups,acute-lung-injury,curated,16714768,2006,1
pulmonary-artery-catheter-guided-hemodynamic-management,increased-catheter-related-complications,HARMFUL,0.8,HIGH,PAC group had ~2x more catheter-related complications,acute-lung-injury,curated,16714768,2006,1
pulmonary-artery-catheter-pac,no-impact-on-hospital-length-of-stay,NULL,0.8,HIGH,"Mean diff 0.11 days (-0.51 to 0.74), P=0.73",critical-illness,curated,16204666,2005,1
pulmonary-vasodilation,improved-ventilation-perfusion,MECHANISM,0.8,HIGH,Proposed: Selective pulmonary vasodilation redistributes bloodflow,ards,curated,8630585,1996,1
respiratory-intensive-care-transfer,increased-ambulation,BENEFICIAL,0.8,HIGH,"Substantial increase, p<.0001",respiratory-failure|prolonged-mechanical-ventilation,curated,18379236,2008,1
restrictive-red-blood-cell-transfusion-strategy,similar-30d-mortality-severe-morbidity-vs-liberal,NULL,0.8,HIGH,"1% difference (95% CI -6% to 4%), P=0.85",cardiac-surgery-with-cardiopulmonary-bypass,curated,20940381,2010,1
resuscitation-guided-by-fluid-responsiveness-assessment,reduced-positive-fluid-balance-72h,BENEFICIAL,0.8,HIGH,"Mean diff -1.37 L, p=0.021",septic-shock,curated,32353418,2020,1
sars-cov-2-induced-hypercoagulability,covid-19-ards-associated-thrombosis,MECHANISM,0.8,HIGH,Proposed: SARS-CoV-2 infection causes a procoagulant state,COVID-19-ARDS,curated,32367170,2020,1
sedation-minimization-protocols,improved-ventilator-liberation-outcomes,BENEFICIAL,0.8,MEDIUM,Conditional recommendation,critical-illness|mechanical-ventilation,curated,27818331,2017,1
sepsis-phenotypes,sepsis-phenotypes-treatment-response-heterogeneity,MECHANISM,0.8,MEDIUM,Sepsis phenotypes associated with differential treatment responses in trials,sepsis|pharmacotherapy,curated,37633303,2023,1
simvastatin-intervention,no-improvement-ards-outcomes,NULL,0.8,HIGH,"No significant difference in ventilator-free days, non-pulmonary organ failure, or mortality",acute-respiratory-distress-syndrome,curated,25268516,2014,1
tocilizumab-early-treatment-in-covid-icu,reduced-mortality-in-covid-icu,BENEFICIAL,0.8,HIGH,HR 0.71 (0.56-0.92),critical-illness|COVID-19,curated,33080002,2021,1
trophic-enteral-feeding-first-6d,ventilator-free-days-28d,NULL,0.8,HIGH,"Mean diff -0.1 days (95% CI -1.4 to 1.2), P=0.89",acute-lung-injury,curated,22307571,2012,1
ultrasound-profile-integration,acute-respiratory-failure-diagnosis,MECHANISM,0.8,HIGH,Combining ultrasound findings into diagnostic profiles achieved 90.5% accuracy,acute-respiratory-failure,curated,18403664,2008,1
ventilation-guided-esophageal-pressure,improved-oxygenation,BENEFICIAL,0.8,HIGH,"88 mmHg higher PaO2/FiO2 at 72h, p=0.002",acute-lung-injury|ARDS,curated,19001507,2008,1
ventilation-guided-esophageal-pressure,improved-respiratory-compliance,BENEFICIAL,0.8,HIGH,"Significantly better at 24-72h, p=0.01",acute-lung-injury|ARDS,curated,19001507,2008,1
atypical-antipsychotics,delirium-incidence,MECHANISM,0.79,low,,,curated,30484283,2018,1
regional-lung-ultrasound-score,regional-lung-aeration-assessment,BENEFICIAL,0.79,HIGH,"Strong correlation with tissue density (rs=0.79, p<0.0001)",ARDS,curated,30048331,2018,1
48-hr-neuromuscular-blocking-agents-nmba,improved-oxygenation-ards,BENEFICIAL,0.78,MEDIUM,p=0.021 for PaO2/FiO2 ratio over 120 hrs,acute-respiratory-distress-syndrome,curated,14707568,2004,1
ace2-repletion-rhace2,ras-peptide-modulation,MECHANISM,0.78,HIGH,"Rapid decrease in Ang II, increase in Ang-(1-7) and Ang-(1-5)",ards,curated,28877748,2017,1
activated-protein-c-administration,improved-ventilator-free-days,NULL,0.78,MEDIUM,No significant difference in ventilator-free days,acute-lung-injury,curated,18565951,2008,1
activated-protein-c-administration,decreased-pulmonary-dead-space-fraction,MECHANISM,0.78,MEDIUM,APC decreased pulmonary dead space fraction (P = 0.02),acute-lung-injury,curated,18565951,2008,1
adjunctive-corticosteroid-therapy,reduced-mortality,BENEFICIAL,0.78,MEDIUM,"RR 0.67 (0.45-1.01), ARD -2.8%",community-acquired-pneumonia,curated,26258555,2015,1
alveolar-cell-repair-mechanisms,ventilator-associated-lung-injury-prevention,MECHANISM,0.78,MEDIUM,Proposed: Alveolar cell repair mechanisms protect against injury,mechanical-ventilation,curated,15695492,2005,1
alveolar-epithelial-barrier-disruption,ventilator-associated-lung-injury,MECHANISM,0.78,MEDIUM,Proposed: Mechanical stretch disrupts alveolar epithelial barrier,mechanical-ventilation,curated,15695492,2005,1
alveolar-recruitment-pressure-support,reduced-alveolar-derecruitment-suctioning,MECHANISM,0.78,MEDIUM,Proposed: Recruitment maneuvers restore alveolar volume during suctioning,acute-lung-injury,curated,12615633,2003,1
alveolar-strain-minimization,reduced-opening-closing-lung-tissue-ards,MECHANISM,0.78,MEDIUM,"Proposed: Higher PEEP increases alveolar strain, counteracting benefit of reduced opening/closing",ards-lung-physiology,curated,19910610,2010,1
ards-condition,increased-mortality-ards,HARMFUL,0.78,MEDIUM,"60% mortality in ARDS vs 31% in non-ARDS, p<0.01",hypoxemic-ventilated-patients,curated,10501746,1999,1
awake-prone-positioning,improved-oxygenation,MECHANISM,0.78,MEDIUM,Proposed: Prone position improves oxygenation in COVID-19 ARDS,COVID-19-acute-hypoxaemic-respiratory-failure,curated,34425070,2021,1
benzodiazepine-withdrawal,acute-withdrawal-syndrome,MECHANISM,0.78,MEDIUM,Higher benzodiazepine exposure associated with withdrawal,adult-ICU-stay,curated,9559604,1998,1
bispectral-index-monitoring,sedation-depth-assessment,MECHANISM,0.78,HIGH,"BIS and SAS correlate well (r2=0.21, p<0.001) to describe sedation depth",mechanically-ventilated-icu-patients,curated,10470756,1999,1
bovine-surfactant-therapy-ards,improved-oxygenation-120h,BENEFICIAL,0.78,MEDIUM,"FiO2 decrease in 100 mg/kg group, p=0.011",ards,curated,9105072,1997,1
cardiovascular-evaluation-lung-cancer,preop-risk-assessment-lung-cancer-resection,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
chronic-alcohol-abuse,increased-ards-incidence,HARMFUL,0.78,HIGH,"OR 3.70 (1.83-7.71), p<0.001",septic-shock,curated,12626999,2003,1
conservative-or-deresuscitative-fluid-strategy,increased-ventilator-free-days,BENEFICIAL,0.78,HIGH,Mean diff 1.82 days (0.53-3.10),ARDS|sepsis|SIRS,curated,27734109,2017,1
cpet-vo2max-risk-prediction,preop-risk-assessment-lung-cancer-resection,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
decreased-tidal-volumes-ards,improved-ards-outcomes,BENEFICIAL,0.78,MEDIUM,"Decreased Vt from 9.1 to 7.4 mL/kg in ARDS, p<0.001",ards,curated,17962636,2008,1
decreased-use-simv,improved-ventilation-practices,BENEFICIAL,0.78,MEDIUM,"Decreased use of SIMV from 11% to 1.6%, p<0.001",,curated,17962636,2008,1
dlco-assessment-lung-cancer,preop-risk-assessment-lung-cancer-resection,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
elevated-interleukin-6-interleukin-8,decreased-ventilator-free-days,HARMFUL,0.78,MEDIUM,Associated with fewer ventilator-free days,acute-lung-injury,curated,15644641,2005,1
elevated-interleukin-6-interleukin-8,decreased-organ-failure-free-days,HARMFUL,0.78,MEDIUM,Associated with fewer organ failure-free days,acute-lung-injury,curated,15644641,2005,1
