:START_ID,:END_ID,:TYPE,weight:float,confidence,label,context_required,source,source_pmids,source_years,n_sources:int
ARDS_POI:02753,ARDS_POI:01895,HARMFUL,0.85,HIGH,"OR 5.18 (3.38-7.94), P<0.001",postoperative-extubation,curated,21376523,2011,1
ARDS_POI:01496,ARDS_POI:02071,MECHANISM,0.85,HIGH,Proposed: SARS-CoV-2 research supports focusing on underlying biology,critical-illness,curated,35715504,2022,1
ARDS_POI:01895,ARDS_POI:01895,BENEFICIAL,0.85,HIGH,"35% to 26% over 1996-2005, p<0.0005",ALI|ARDS-Network-centers,curated,19325464,2009,1
ARDS_POI:01760,ARDS_POI:02704,BENEFICIAL,0.84,HIGH,"Mean diff 2.26 days (95% CI 0.2-4.38), p=0.04",COVID19-ARDS,curated,32876695,2020,1
ARDS_POI:01287,ARDS_POI:01854,MECHANISM,0.84,moderate,,,curated,30484283,2018,1
ARDS_POI:02443,ARDS_POI:02542,BENEFICIAL,0.84,HIGH,16-24% higher PaO2/FiO2 vs conventional ventilation,acute-lung-injury|ARDS,curated,20483951,2010,1
ARDS_POI:01558,ARDS_POI:02785,HARMFUL,0.84,HIGH,"Mean diff -361.06 μL (95% CI -439.18 to -282.95), p<0.001",COVID-19,curated,32483488,2020,1
ARDS_POI:01166,ARDS_POI:01296,BENEFICIAL,0.84,HIGH,"OR 0.34 (0.14-0.87), ARD 18% (3-32%)",severe-community-acquired-pneumonia|high-inflammatory-response,curated,25688779,2015,1
ARDS_POI:02751,ARDS_POI:03092,BENEFICIAL,0.84,HIGH,"RR 0.29, P=0.002",solid-organ-transplantation|acute-respiratory-failure,curated,10634340,2000,1
ARDS_POI:01457,ARDS_POI:01895,NULL,0.83,HIGH,"HR 0.80 (0.46-1.41), p=0.44",sepsis-associated-ards,curated,27741949,2016,1
ARDS_POI:01760,ARDS_POI:01677,NULL,0.83,HIGH,"RR 0.83 (0.67-1.01), ARD -1.5%",cardiac-surgery|cardiopulmonary-bypass,curated,23117776,2012,1
ARDS_POI:02824,ARDS_POI:01895,NULL,0.83,HIGH,"RR 1.05 (0.83-1.33), ARD 2.0% (-7.6% to 11.5%)",acute-hypoxemic-respiratory-failure,curated,34463700,2021,1
ARDS_POI:02017,ARDS_POI:02019,MECHANISM,0.83,HIGH,Ventilatory ratio positively correlates with Vd/Vt,acute-respiratory-distress-syndrome,curated,30211618,2019,1
ARDS_POI:01084,ARDS_POI:02910,BENEFICIAL,0.82,MEDIUM,"Effects of high vs low PEEP on mortality, VFDs, OFFDs differed by ARDS subphenotype (p=0.049, 0.018, 0.003)",acute-respiratory-distress-syndrome,curated,24853585,2014,1
ARDS_POI:01628,ARDS_POI:01685,BENEFICIAL,0.82,MEDIUM,17.6% vs 62.5% hospitalization rate,acute-asthma,curated,12684289,2003,1
ARDS_POI:02905,ARDS_POI:02859,MECHANISM,0.82,MEDIUM,"Sensitivity 0.69, Specificity 0.82",critical-care,curated,16215375,2005,1
ARDS_POI:01881,ARDS_POI:02260,BENEFICIAL,0.82,MEDIUM,"71% vs 47% weaned, ARD 24% (2-80)",failure-to-wean-ventilation,curated,21385346,2011,1
ARDS_POI:01675,ARDS_POI:01624,BENEFICIAL,0.82,MEDIUM,Lower interface and airway dryness discomfort scores at 24h,postextubation,curated,25003980,2014,1
ARDS_POI:03018,ARDS_POI:03071,MECHANISM,0.82,MEDIUM,Proposed: NIV algorithms minimize auto-triggering and delayed cycling,noninvasive-ventilation,curated,22406958,2012,1
ARDS_POI:02799,ARDS_POI:02798,HARMFUL,0.82,MEDIUM,OR 1.54 (P=0.065),severe-ARDS,curated,24352484,2014,1
ARDS_POI:02334,ARDS_POI:01895,BENEFICIAL,0.82,HIGH,Observed: Hospital mortality 26.4% vs 53.3% predicted by APACHE II (p=0.004),,curated,7924367,1994,1
ARDS_POI:02799,ARDS_POI:01124,NULL,0.81,HIGH,RR 0.84 (0.56-1.27) for 10-day mortality,acute-respiratory-failure,curated,11529210,2001,1
ARDS_POI:02104,ARDS_POI:03067,BENEFICIAL,0.8,MEDIUM,"RR 0.24 (0.10-0.56), ARD -6.2%",community-acquired-pneumonia,curated,26258555,2015,1
ARDS_POI:01749,ARDS_POI:01751,HARMFUL,0.8,HIGH,Significantly higher by ~4 beats/min in first 2 days,acute-lung-injury,curated,21562125,2011,1
ARDS_POI:02031,ARDS_POI:02955,BENEFICIAL,0.8,HIGH,Increased PaO2/FiO2 from 114 to 135 mmHg,ards,curated,8630585,1996,1
ARDS_POI:01272,ARDS_POI:02791,NULL,0.8,HIGH,"No significant effect on 30-day survival, APACHE III score, ICU stay, or ventilation duration",sepsis-induced-ards,curated,8618579,1996,1
ARDS_POI:01789,ARDS_POI:03078,HARMFUL,0.8,HIGH,"Clinically and statistically significant reductions in 7/8 SF-36 and 3/3 SGRQ domains, p<0.001",ARDS,curated,9929089,1999,1
ARDS_POI:02752,ARDS_POI:02753,BENEFICIAL,0.8,MEDIUM,"23/28 (82.1%) vs 2/20 (10%), p<0.001",respiratory-failure-SMA1,curated,10767247,2000,1
ARDS_POI:02877,ARDS_POI:02949,BENEFICIAL,0.8,MEDIUM,Berlin definition has greater predictive validity for mortality than prior criteria,ards,curated,29466596,2018,1
ARDS_POI:02785,ARDS_POI:01258,HARMFUL,0.8,MEDIUM,"More frequent acute respiratory failure, pulmonary embolism, septic shock, hemorrhagic stroke",COVID-19,curated,33341155,2021,1
ARDS_POI:01575,ARDS_POI:01493,BENEFICIAL,0.8,MEDIUM,"Median $15,740 vs $20,890, p=0.03",respiratory-failure-requiring-mechanical-ventilation,curated,8948561,1996,1
ARDS_POI:01483,ARDS_POI:01484,ASSOCIATION,0.8,4,Outcome,,curated,18191684,2008,1
ARDS_POI:01843,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,ΔP impact 4x larger than RR on mortality,ards,curated,33784486,2021,1
ARDS_POI:02738,ARDS_POI:01895,HARMFUL,0.8,HIGH,"OR 3.8 (2.1-7.2), p<0.01",severe-pandemic-H1N1-influenza-infection,curated,21107529,2011,1
ARDS_POI:01496,ARDS_POI:01552,BENEFICIAL,0.8,MEDIUM,Proposed: Identify high-risk patients for intensive monitoring and early ventilatory support,guillain-barre-syndrome,curated,12545029,2003,1
ARDS_POI:01153,ARDS_POI:01156,NULL,0.8,HIGH,"57.1% vs 60.7% had morbidity/mortality, p=0.29",major-abdominal-surgery|high-risk-population,curated,11965272,2002,1
ARDS_POI:01610,ARDS_POI:02895,NULL,0.8,HIGH,"No significant difference in days free of respiratory support (median 20 vs 18 days, p=0.26)",COVID-19|hypoxemic-respiratory-failure,curated,33764378,2021,1
ARDS_POI:02415,ARDS_POI:01895,HARMFUL,0.8,MEDIUM,"HR 1.05 (1.02-1.08), P=0.005",low-tidal-volume-ventilation,curated,27894328,2016,1
ARDS_POI:02459,ARDS_POI:01638,BENEFICIAL,0.8,MEDIUM,8.3% vs 14.4%,low-risk-extubation,curated,26975498,2016,1
ARDS_POI:02785,ARDS_POI:03087,BENEFICIAL,0.8,HIGH,"HR 0.62 (0.39-0.96), p=0.03",severe-COVID-19,curated,34874419,2021,1
ARDS_POI:02443,ARDS_POI:02791,NULL,0.8,HIGH,OR 0.80 (0.22-2.97),ards,curated,16137357,2005,1
ARDS_POI:02590,ARDS_POI:01895,HARMFUL,0.8,MEDIUM,"HR 1.05 (1.01-1.08), P=0.008",low-tidal-volume-ventilation,curated,27894328,2016,1
ARDS_POI:02591,ARDS_POI:02864,MECHANISM,0.8,HIGH,Proposed: High airway pressure causes alveolar trauma,,curated,9847275,1998,1
ARDS_POI:02942,ARDS_POI:02864,MECHANISM,0.8,HIGH,Proposed: High VT causes lung stretch and injury,,curated,9847275,1998,1
ARDS_POI:01552,ARDS_POI:01921,BENEFICIAL,0.8,MEDIUM,"OR 0.51 (0.36-0.71), p<0.001",ARDS|acute-lung-injury,curated,19841457,2009,1
ARDS_POI:01552,ARDS_POI:01895,BENEFICIAL,0.8,MEDIUM,"OR 0.51 (0.36-0.71), p<0.001",ARDS|acute-lung-injury,curated,19841457,2009,1
ARDS_POI:02348,ARDS_POI:03037,NULL,0.8,MEDIUM,"OR 1.18 (95% CI 0.59-2.35), p=0.639",6mL-kg-tidal-volume,curated,16374149,2006,1
ARDS_POI:02986,ARDS_POI:02542,BENEFICIAL,0.8,MEDIUM,"Increased PaO2/FiO2 at 1h, 12h, 24h vs conventional",acute-respiratory-distress-syndrome,curated,9603111,1998,1
ARDS_POI:01744,ARDS_POI:01748,BENEFICIAL,0.8,MEDIUM,Conditional recommendation,critical-illness|mechanical-ventilation,curated,27818331,2017,1
ARDS_POI:02988,ARDS_POI:02542,HARMFUL,0.8,HIGH,"Decrease in PaO2/FiO2 by 81 ± 4 mmHg, increase in QVA/QT by 8.3 ± 0.4%, and increase in PAP by 5.3 ± 0.3 mmHg upon NO interruption",severe-ards,curated,7705124,1995,1
ARDS_POI:01764,ARDS_POI:02704,NULL,0.8,HIGH,"Mean diff -0.27 days (95% CI -1.74 to 1.19), p=0.71",icu-patients-without-ards,curated,30357256,2018,1
ARDS_POI:01219,ARDS_POI:01328,BENEFICIAL,0.8,HIGH,"13.5% vs 2.6%, P=0.01",mechanical-ventilation|without-acute-lung-injury,curated,20055989,2010,1
ARDS_POI:02824,ARDS_POI:02704,HARMFUL,0.8,HIGH,"Fewer ventilator-free days (-2.1 days, 95% CI -3.8 to -0.3)",acute-hypoxemic-respiratory-failure,curated,34463700,2021,1
ARDS_POI:02334,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,Cornerstone of ARDS management remains lung-protective ventilation to minimize VILI,ards,curated,29466596,2018,1
ARDS_POI:02153,ARDS_POI:02156,BENEFICIAL,0.8,HIGH,Better tolerated than full-face or nasal plugs,chronic-hypercapnic-respiratory-failure,curated,10890620,2000,1
ARDS_POI:01158,ARDS_POI:02491,BENEFICIAL,0.8,MEDIUM,Significantly better quality of life with NPSV+LTOT vs LTOT alone,hypercapnic-COPD,curated,7633704,1995,1
ARDS_POI:01552,ARDS_POI:02119,BENEFICIAL,0.8,MEDIUM,"Asynchrony index >10% in 5/14 (36%) with PSV vs 0/14 (0%) with NAVA, p<0.05",acute-respiratory-failure,curated,18629471,2008,1
ARDS_POI:03016,ARDS_POI:01895,NULL,0.8,MEDIUM,p=0.45,acute-respiratory-distress-syndrome,curated,8520744,1995,1
ARDS_POI:02550,ARDS_POI:01732,BENEFICIAL,0.8,MEDIUM,"Median time 30 vs 105 min, p=0.002",acute-cardiogenic-pulmonary-edema,curated,11191538,2000,1
ARDS_POI:02938,ARDS_POI:01552,BENEFICIAL,0.8,HIGH,"-10.6 days, p=0.003",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02938,ARDS_POI:03079,BENEFICIAL,0.8,HIGH,"-10.9 days, p=0.002",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02938,ARDS_POI:03077,BENEFICIAL,0.8,HIGH,"-13.0 days, p=0.026",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02938,ARDS_POI:01296,BENEFICIAL,0.8,HIGH,"24% vs 59%, p=0.042",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02938,ARDS_POI:03081,BENEFICIAL,0.8,HIGH,"10% vs 41%, p=0.045",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02938,ARDS_POI:01893,BENEFICIAL,0.8,HIGH,"90% vs 59%, p=0.045",persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02938,ARDS_POI:01262,BENEFICIAL,0.8,HIGH,p=0.044,persistent-weaning-failure,curated,12689847,2003,1
ARDS_POI:02625,ARDS_POI:02791,BENEFICIAL,0.8,HIGH,Median survival benefit of 205 days (p=0.006),amyotrophic-lateral-sclerosis|without-severe-bulbar-dysfunction,curated,16426990,2006,1
ARDS_POI:02625,ARDS_POI:02491,BENEFICIAL,0.8,HIGH,"Improved quality of life measures (T(i)MCS, T(i)sym, microMCS, microsym)",amyotrophic-lateral-sclerosis|without-severe-bulbar-dysfunction,curated,16426990,2006,1
ARDS_POI:02625,ARDS_POI:03073,BENEFICIAL,0.8,MEDIUM,"Borg scale -0.58 (-0.92 to -0.23), p=0.0012; lower morphine use",end-stage-cancer|palliative-care,curated,23406914,2013,1
ARDS_POI:01931,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,"RR 0.39 (0.28-0.56), mortality 42% vs 69%/77%",hematologic-malignancy|acute-respiratory-failure,curated,21666446,2011,1
ARDS_POI:01158,ARDS_POI:01859,BENEFICIAL,0.8,HIGH,"Significant improvement in PaO2, PaCO2, pH, respiratory rate vs standard therapy",hypercapnic-acute-respiratory-failure,curated,9872200,1998,1
ARDS_POI:01158,ARDS_POI:03143,BENEFICIAL,0.8,HIGH,Only 2/17 required sedation,acute-respiratory-failure-in-asthma,curated,8797425,1996,1
ARDS_POI:01158,ARDS_POI:02424,BENEFICIAL,0.8,HIGH,"Rate ratio 0.30, p=0.002",acute-respiratory-failure,curated,10712326,2000,1
ARDS_POI:01565,ARDS_POI:02260,BENEFICIAL,0.8,MEDIUM,20% absolute difference in weaning success,COPD-respiratory-failure,curated,9556465,1998,1
ARDS_POI:01565,ARDS_POI:03089,BENEFICIAL,0.8,HIGH,"Noninvasive pressure support ventilation reduced intubation rate in hypercapnic patients (2 vs 9, p=0.015)",acute-respiratory-failure|cardiogenic-pulmonary-edema|hypercapnia,curated,12958051,2003,1
ARDS_POI:01849,ARDS_POI:02424,BENEFICIAL,0.8,MEDIUM,"36% vs 100%, p=0.02",acute-hypercapnic-respiratory-failure,curated,7874950,1995,1
ARDS_POI:01849,ARDS_POI:01888,BENEFICIAL,0.8,MEDIUM,"13 ± 15 days vs 32 ± 30 days, p=0.04",acute-hypercapnic-respiratory-failure,curated,7874950,1995,1
ARDS_POI:01849,ARDS_POI:01895,BENEFICIAL,0.8,MEDIUM,"9% vs 66%, p=0.06",acute-hypercapnic-respiratory-failure,curated,7874950,1995,1
ARDS_POI:02751,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,"Reduction in ICU mortality risk, p<0.01",solid-organ-transplantation|acute-respiratory-failure,curated,10634340|16276167,2005|2000,2
ARDS_POI:02751,ARDS_POI:03102,BENEFICIAL,0.8,HIGH,"4/48 vs 12/49, p=0.027",high-risk-postextubation-respiratory-failure,curated,16276167,2005,1
ARDS_POI:02751,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,"RD -8%, p=0.03",acute-respiratory-failure,curated,11990914,2002,1
ARDS_POI:02751,ARDS_POI:02636,BENEFICIAL,0.8,HIGH,"RD -19%, p=0.001",acute-respiratory-failure,curated,11990914,2002,1
ARDS_POI:02751,ARDS_POI:02128,BENEFICIAL,0.8,HIGH,"Mean diff -2.74 days, p=0.004",acute-respiratory-failure,curated,11990914,2002,1
ARDS_POI:02751,ARDS_POI:02636,BENEFICIAL,0.8,MEDIUM,"Significantly shorter ETMV duration with NIV (4.56 vs 7.69 days, p=0.004)",acute-on-chronic-respiratory-failure,curated,10390384,1999,1
ARDS_POI:02133,ARDS_POI:02137,BENEFICIAL,0.8,HIGH,Feasible and provides unique data,intensive-care|ALI-ARDS,curated,10806152,2000,1
ARDS_POI:01986,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,"RR 0.62 (0.43-0.91), p=0.01",acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
ARDS_POI:01166,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,"ICU mortality 0% vs 62%, p=0.002; hospital mortality 12% vs 62%, p=0.03",unresolving-ARDS,curated,9669790,1998,1
ARDS_POI:01166,ARDS_POI:01029,BENEFICIAL,0.8,HIGH,"Improved LIS, PaO2/FiO2, MODS scores vs placebo, p<0.001",unresolving-ARDS,curated,9669790,1998,1
ARDS_POI:02799,ARDS_POI:01895,BENEFICIAL,0.8,MEDIUM,"RR 0.83 (0.68-1.02), p=0.073",ards,curated,24435203,2014,1
ARDS_POI:02799,ARDS_POI:01895,BENEFICIAL,0.8,MEDIUM,Prone positioning associated with mortality benefit in severe ARDS,ards,curated,29466596,2018,1
ARDS_POI:01010,ARDS_POI:01552,BENEFICIAL,0.8,MEDIUM,"66% vs 29%, p=0.005",acute-respiratory-distress-syndrome,curated,9449727,1998,1
ARDS_POI:01010,ARDS_POI:02591,BENEFICIAL,0.8,MEDIUM,"7% vs 42%, p=0.02",acute-respiratory-distress-syndrome,curated,9449727,1998,1
ARDS_POI:01169,ARDS_POI:01170,NULL,0.8,HIGH,Rates of death and other outcomes similar between PAC and CVC groups,acute-lung-injury,curated,16714768,2006,1
ARDS_POI:01169,ARDS_POI:01171,HARMFUL,0.8,HIGH,PAC group had ~2x more catheter-related complications,acute-lung-injury,curated,16714768,2006,1
ARDS_POI:01194,ARDS_POI:01196,NULL,0.8,HIGH,"Mean diff 0.11 days (-0.51 to 0.74), P=0.73",critical-illness,curated,16204666,2005,1
ARDS_POI:02032,ARDS_POI:02033,MECHANISM,0.8,HIGH,Proposed: Selective pulmonary vasodilation redistributes bloodflow,ards,curated,8630585,1996,1
ARDS_POI:03116,ARDS_POI:02322,BENEFICIAL,0.8,HIGH,"Substantial increase, p<.0001",respiratory-failure|prolonged-mechanical-ventilation,curated,18379236,2008,1
ARDS_POI:01149,ARDS_POI:01895,NULL,0.8,HIGH,"1% difference (95% CI -6% to 4%), P=0.85",cardiac-surgery-with-cardiopulmonary-bypass,curated,20940381,2010,1
ARDS_POI:02395,ARDS_POI:01389,BENEFICIAL,0.8,HIGH,"Mean diff -1.37 L, p=0.021",septic-shock,curated,32353418,2020,1
ARDS_POI:03118,ARDS_POI:02785,MECHANISM,0.8,HIGH,Proposed: SARS-CoV-2 infection causes a procoagulant state,COVID-19-ARDS,curated,32367170,2020,1
ARDS_POI:02158,ARDS_POI:01748,BENEFICIAL,0.8,MEDIUM,Conditional recommendation,critical-illness|mechanical-ventilation,curated,27818331,2017,1
ARDS_POI:01457,ARDS_POI:01457,MECHANISM,0.8,MEDIUM,Sepsis phenotypes associated with differential treatment responses in trials,sepsis|pharmacotherapy,curated,37633303,2023,1
ARDS_POI:01343,ARDS_POI:03026,NULL,0.8,HIGH,"No significant difference in ventilator-free days, non-pulmonary organ failure, or mortality",acute-respiratory-distress-syndrome,curated,25268516,2014,1
ARDS_POI:01543,ARDS_POI:01895,BENEFICIAL,0.8,HIGH,HR 0.71 (0.56-0.92),critical-illness|COVID-19,curated,33080002,2021,1
ARDS_POI:03140,ARDS_POI:02704,NULL,0.8,HIGH,"Mean diff -0.1 days (95% CI -1.4 to 1.2), P=0.89",acute-lung-injury,curated,22307571,2012,1
ARDS_POI:01064,ARDS_POI:01496,MECHANISM,0.8,HIGH,Combining ultrasound findings into diagnostic profiles achieved 90.5% accuracy,acute-respiratory-failure,curated,18403664,2008,1
ARDS_POI:01552,ARDS_POI:02542,BENEFICIAL,0.8,HIGH,"88 mmHg higher PaO2/FiO2 at 72h, p=0.002",acute-lung-injury|ARDS,curated,19001507,2008,1
ARDS_POI:01552,ARDS_POI:02960,BENEFICIAL,0.8,HIGH,"Significantly better at 24-72h, p=0.01",acute-lung-injury|ARDS,curated,19001507,2008,1
ARDS_POI:02872,ARDS_POI:01854,MECHANISM,0.79,low,,,curated,30484283,2018,1
ARDS_POI:01394,ARDS_POI:01395,BENEFICIAL,0.79,HIGH,"Strong correlation with tissue density (rs=0.79, p<0.0001)",ARDS,curated,30048331,2018,1
ARDS_POI:02841,ARDS_POI:02542,BENEFICIAL,0.78,MEDIUM,p=0.021 for PaO2/FiO2 ratio over 120 hrs,acute-respiratory-distress-syndrome,curated,14707568,2004,1
ARDS_POI:02846,ARDS_POI:03064,MECHANISM,0.78,HIGH,"Rapid decrease in Ang II, increase in Ang-(1-7) and Ang-(1-5)",ards,curated,28877748,2017,1
ARDS_POI:02703,ARDS_POI:02704,NULL,0.78,MEDIUM,No significant difference in ventilator-free days,acute-lung-injury,curated,18565951,2008,1
ARDS_POI:02703,ARDS_POI:02706,MECHANISM,0.78,MEDIUM,APC decreased pulmonary dead space fraction (P = 0.02),acute-lung-injury,curated,18565951,2008,1
ARDS_POI:02104,ARDS_POI:01895,BENEFICIAL,0.78,MEDIUM,"RR 0.67 (0.45-1.01), ARD -2.8%",community-acquired-pneumonia,curated,26258555,2015,1
ARDS_POI:02680,ARDS_POI:01328,MECHANISM,0.78,MEDIUM,Proposed: Alveolar cell repair mechanisms protect against injury,mechanical-ventilation,curated,15695492,2005,1
ARDS_POI:02677,ARDS_POI:01328,MECHANISM,0.78,MEDIUM,Proposed: Mechanical stretch disrupts alveolar epithelial barrier,mechanical-ventilation,curated,15695492,2005,1
ARDS_POI:01807,ARDS_POI:02634,MECHANISM,0.78,MEDIUM,Proposed: Recruitment maneuvers restore alveolar volume during suctioning,acute-lung-injury,curated,12615633,2003,1
ARDS_POI:02004,ARDS_POI:03097,MECHANISM,0.78,MEDIUM,"Proposed: Higher PEEP increases alveolar strain, counteracting benefit of reduced opening/closing",ards-lung-physiology,curated,19910610,2010,1
ARDS_POI:02856,ARDS_POI:01895,HARMFUL,0.78,MEDIUM,"60% mortality in ARDS vs 31% in non-ARDS, p<0.01",hypoxemic-ventilated-patients,curated,10501746,1999,1
ARDS_POI:01370,ARDS_POI:02542,MECHANISM,0.78,MEDIUM,Proposed: Prone position improves oxygenation in COVID-19 ARDS,COVID-19-acute-hypoxaemic-respiratory-failure,curated,34425070,2021,1
ARDS_POI:02241,ARDS_POI:02245,MECHANISM,0.78,MEDIUM,Higher benzodiazepine exposure associated with withdrawal,adult-ICU-stay,curated,9559604,1998,1
ARDS_POI:02159,ARDS_POI:02158,MECHANISM,0.78,HIGH,"BIS and SAS correlate well (r2=0.21, p<0.001) to describe sedation depth",mechanically-ventilated-icu-patients,curated,10470756,1999,1
ARDS_POI:01945,ARDS_POI:02542,BENEFICIAL,0.78,MEDIUM,"FiO2 decrease in 100 mg/kg group, p=0.011",ards,curated,9105072,1997,1
ARDS_POI:02879,ARDS_POI:03056,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
ARDS_POI:02293,ARDS_POI:02965,HARMFUL,0.78,HIGH,"OR 3.70 (1.83-7.71), p<0.001",septic-shock,curated,12626999,2003,1
ARDS_POI:01355,ARDS_POI:01356,BENEFICIAL,0.78,HIGH,Mean diff 1.82 days (0.53-3.10),ARDS|sepsis|SIRS,curated,27734109,2017,1
ARDS_POI:02890,ARDS_POI:03056,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
ARDS_POI:02899,ARDS_POI:02950,BENEFICIAL,0.78,MEDIUM,"Decreased Vt from 9.1 to 7.4 mL/kg in ARDS, p<0.001",ards,curated,17962636,2008,1
ARDS_POI:02900,ARDS_POI:01552,BENEFICIAL,0.78,MEDIUM,"Decreased use of SIMV from 11% to 1.6%, p<0.001",,curated,17962636,2008,1
ARDS_POI:02913,ARDS_POI:03056,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
ARDS_POI:01225,ARDS_POI:01223,HARMFUL,0.78,MEDIUM,Associated with fewer ventilator-free days,acute-lung-injury,curated,15644641,2005,1
ARDS_POI:01225,ARDS_POI:01224,HARMFUL,0.78,MEDIUM,Associated with fewer organ failure-free days,acute-lung-injury,curated,15644641,2005,1
ARDS_POI:02678,ARDS_POI:01328,MECHANISM,0.78,MEDIUM,Proposed: Mechanical stretch impairs endothelial barrier,mechanical-ventilation,curated,15695492,2005,1
ARDS_POI:02925,ARDS_POI:01205,BENEFICIAL,0.78,MEDIUM,Approx 2.5-fold decrease in total cells and neutrophils in BAL fluid,ards,curated,10470743,1999,1
ARDS_POI:01994,ARDS_POI:02101,MECHANISM,0.78,MEDIUM,Proposed: Increased enteral nutrition use improves outcomes,critical-illness,curated,15078758,2004,1
ARDS_POI:01229,ARDS_POI:02295,MECHANISM,0.78,MEDIUM,Intestinal epithelial cell apoptosis leads to organ dysfunction in ARDS,ards,curated,12709468,2003,1
ARDS_POI:01229,ARDS_POI:02295,MECHANISM,0.78,MEDIUM,Kidney epithelial cell apoptosis leads to organ dysfunction in ARDS,ards,curated,12709468,2003,1
ARDS_POI:01376,ARDS_POI:02542,BENEFICIAL,0.78,MEDIUM,"Mean change in PaO2/FiO2 +43 vs -24 mmHg at 24h, p<0.05",hypoproteinemic-ARDS,curated,16096441,2005,1
ARDS_POI:01376,ARDS_POI:01377,BENEFICIAL,0.78,MEDIUM,"Serum protein 1.5 vs 0.5 g/dL at day 3, p<0.05",hypoproteinemic-ARDS,curated,16096441,2005,1
ARDS_POI:01376,ARDS_POI:01389,BENEFICIAL,0.78,MEDIUM,"Net fluid loss -5480 vs -1490 mL at day 3, p<0.05",hypoproteinemic-ARDS,curated,16096441,2005,1
ARDS_POI:01392,ARDS_POI:02281,BENEFICIAL,0.78,HIGH,"Strong correlation with average lung density (R=0.78, p<0.0001)",ARDS,curated,30048331,2018,1
ARDS_POI:02931,ARDS_POI:02715,MECHANISM,0.78,MEDIUM,Proposed: Glutathione repletion by NAC/OTZ shortens acute lung injury,ards,curated,9228372,1997,1
ARDS_POI:02932,ARDS_POI:01808,BENEFICIAL,0.78,MEDIUM,"Improved Pa(O2)/FiO2 over 5 days, p=0.02",severe-sepsis-respiratory-dysfunction,curated,12119223,2002,1
ARDS_POI:01345,ARDS_POI:01457,HARMFUL,0.78,HIGH,"Haematological cancer patients more severely ill, higher rates of ARDS, sepsis, renal failure",cancer-patients|ICU-admission,curated,19200368,2009,1
ARDS_POI:01345,ARDS_POI:01895,HARMFUL,0.78,HIGH,Haematological cancer patients had 58% hospital mortality,cancer-patients|ICU-admission,curated,19200368,2009,1
ARDS_POI:01523,ARDS_POI:02591,MECHANISM,0.78,MEDIUM,Proposed: High Pplat >35 cmH2O associated with increased barotrauma,ards,curated,11967593,2002,1
ARDS_POI:02443,ARDS_POI:02542,BENEFICIAL,0.78,MEDIUM,PaO2/FIO2 increased from 95 to 165 at 24h,ards,curated,12897997,2003,1
ARDS_POI:02508,ARDS_POI:02542,MECHANISM,0.78,MEDIUM,"22-33% higher mean airway pressure with HFO, P≤0.01",acute-lung-injury|ARDS,curated,20483951,2010,1
ARDS_POI:02941,ARDS_POI:02333,MECHANISM,0.78,MEDIUM,Proposed: Recruitment maneuver and PEEP counteract gravity-induced compression atelectasis,open-abdominal-surgery|general-anesthesia,curated,24894577,2014,1
ARDS_POI:02603,ARDS_POI:02669,BENEFICIAL,0.78,MEDIUM,"4.2% vs 8.9%, RR 0.56 (0.34-0.93), P=0.03",acute-lung-injury|acute-respiratory-distress-syndrome,curated,18270352,2008,1
ARDS_POI:01457,ARDS_POI:02959,MECHANISM,0.78,HIGH,Significant improvement in PaO2/FiO2 and lung injury score,sepsis-associated-ards,curated,27741949,2016,1
ARDS_POI:02862,ARDS_POI:02682,MECHANISM,0.78,MEDIUM,Proposed: Hyperinflammatory ARDS phenotype associated with increased multiorgan failure,ards,curated,32861275,2020,1
ARDS_POI:02862,ARDS_POI:01895,MECHANISM,0.78,MEDIUM,Proposed: Hyperinflammatory ARDS phenotype associated with increased mortality,ards,curated,32861275,2020,1
ARDS_POI:02636,ARDS_POI:02190,HARMFUL,0.78,HIGH,"85% vs 76%, p=0.02",septic-shock,curated,28219612,2017,1
ARDS_POI:02944,ARDS_POI:02682,MECHANISM,0.78,MEDIUM,Proposed: Hypoinflammatory ARDS phenotype associated with reduced multiorgan failure,ards,curated,32861275,2020,1
ARDS_POI:02944,ARDS_POI:01895,MECHANISM,0.78,MEDIUM,Proposed: Hypoinflammatory ARDS phenotype associated with reduced mortality,ards,curated,32861275,2020,1
