poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int
ARDS_POI:01479,pre-intubation-ards-recognition,Pre-intubation ARDS recognition,POI_mechanism,,,,,,,kg_nodes,33915103,1
ARDS_POI:01480,high-flow-nasal-oxygen-therapy,High-flow nasal oxygen therapy,POI_intervention,,,,,,,kg_nodes,25980660|33915103,2
ARDS_POI:01481,spontaneous-awakening-trials,Spontaneous Awakening Trials,POI_intervention,,,,,,,kg_nodes,18191684,1
ARDS_POI:01482,spontaneous-breathing-trials,Spontaneous Breathing Trials,POI_intervention,,,,,,,kg_nodes,18191684,1
ARDS_POI:01483,days-breathing-without-assistance,Days Breathing without Assistance,POI_outcome,,,,,,,kg_nodes,18191684,1
ARDS_POI:01484,discharged-alive-within-28-days,Discharged Alive Within 28 Days,POI_outcome,,,,,,,kg_nodes,18191684,1
ARDS_POI:01485,1-year-mortality,1-Year Mortality,POI_outcome,,,,,,,kg_nodes,18191684,1
ARDS_POI:01486,deliriumcoma-free-days,Delirium/Coma-Free Days,POI_outcome,,,,,,,kg_nodes,18191684,1
ARDS_POI:01487,respiratory-mechanics,Respiratory Mechanics,POI_mechanism,,,,,,,kg_nodes,18191684,1
ARDS_POI:01488,sedation,Sedation,POI_mechanism,,,,,,,kg_nodes,18191684,1
ARDS_POI:01489,delirium,Delirium,POI_mechanism,,,,,,,kg_nodes,18191684,1
ARDS_POI:01490,daily-screening-and-trials-of-spontaneous-breathing,Daily screening and trials of spontaneous breathing,POI_intervention,weaning-strategy,"Daily screening of respiratory function by clinicians to identify patients capable of spontaneous breathing, followed by 2-hour trials and notification of physicians.",,,D012134,C0034063,robot_template_row,8948561,1
ARDS_POI:01491,daily-screening-trials-spontaneous-breathing,Daily screening and trials of spontaneous breathing,POI_intervention,,,,,,,kg_nodes,8948561,1
ARDS_POI:01492,reduced-complications-mechanical-ventilation,Reduced complications of mechanical ventilation,POI_outcome,,,,,,,kg_nodes,8948561,1
ARDS_POI:01493,reduced-icu-costs,Reduced ICU costs,POI_outcome,,,,,,,kg_nodes,8948561,1
ARDS_POI:01494,reduced-hospital-costs,Reduced hospital costs,POI_outcome,,,,,,,kg_nodes,8948561,1
ARDS_POI:01495,respiratory-failure-requiring-mechanical-ventilation,Respiratory failure requiring mechanical ventilation,POI_context,,,,,D012134,C0034063,kg_nodes,8948561,1
ARDS_POI:01496,respiratory-failure-reversal-recognition,Respiratory Failure Reversal Recognition,POI_mechanism,biological-process,,,,,,mechanism_node,8948561,1
ARDS_POI:01497,earlier-mechanical-ventilation-discontinuation,Earlier Mechanical Ventilation Discontinuation,POI_mechanism,biological-process,,,,,,mechanism_node,8948561,1
ARDS_POI:01498,protocol-directed-sedation,Protocol-directed sedation,POI_intervention,sedation-protocol,Nursing-implemented protocol for sedation administration during mechanical ventilation,,,,,robot_template_row,10628598,1
ARDS_POI:01499,medical-intensive-care,Medical intensive care setting,POI_context,,,,,,,kg_nodes,10628598,1
ARDS_POI:01500,supportive-care-for-ards,supportive care for ARDS,POI_intervention,respiratory-support-therapy,"Supportive care for critically ill ARDS patients, including refinements in ventilator and fluid management.",,DOID:11394,D012128,C0035222,robot_template_row,17482987,1
ARDS_POI:01501,intensive-care-setting,Intensive care setting,POI_context,,,,,,,kg_nodes,17482987,1
ARDS_POI:01502,pressure-and-volume-limited-ventilation,pressure- and volume-limited ventilation,POI_intervention,lung-protective-ventilation-strategy,Ventilation strategy that limits peak airway pressure to ≤30 cmH2O and tidal volume to ≤8 mL/kg in patients at high risk for ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,9449728,1
ARDS_POI:01503,at-high-risk-for-ards,At high risk for ARDS,POI_population,,,,,,,kg_nodes,9449728,1
ARDS_POI:01504,high-frequency-oscillatory-ventilation,high-frequency oscillatory ventilation,POI_intervention,mechanical-ventilation-strategy,Use of high-frequency oscillatory ventilation for moderate-to-severe ARDS.,HFOV,DOID:11394,D012128,C0035222,robot_template_row,23339639|16137357|12897997|11445688,4
ARDS_POI:01505,high-frequency-oscillatory-ventilation-hfov,High-frequency oscillatory ventilation,POI_intervention,,,,,D006300,C0020131,kg_nodes,23339639|16137357|12897997,3
ARDS_POI:01506,moderate-severe-ards,Moderate-to-severe ARDS,POI_context,,,,,D012128,C0035222,kg_nodes,23339639,1
ARDS_POI:01507,non-invasive-positive-pressure-ventilation,non-invasive positive pressure ventilation,POI_intervention,respiratory-support,Non-invasive positive pressure ventilation to manage respiratory failure in COPD exacerbations.,NPPV,,D011556,C0034067,robot_template_row,12543832,1
ARDS_POI:01508,non-invasive-positive-pressure-ventilation-nppv,Non-invasive positive pressure ventilation,POI_intervention,,,,,D011556,C0034067,kg_nodes,12543832,1
ARDS_POI:01509,reduced-mortality-copd-exacerbation,Reduced mortality in COPD exacerbation,POI_outcome,,,,,D003171,C0010200,kg_nodes,12543832,1
ARDS_POI:01510,reduced-need-for-intubation-copd-exacerbation,Reduced need for intubation in COPD exacerbation,POI_outcome,,,,,D007333,C0021311,kg_nodes,12543832,1
ARDS_POI:01511,reduced-treatment-failure-copd-exacerbation,Reduced treatment failure in COPD exacerbation,POI_outcome,,,,,,,kg_nodes,12543832,1
ARDS_POI:01512,improved-respiratory-parameters-copd-exacerbation,Improved respiratory parameters in COPD exacerbation,POI_outcome,,,,,,,kg_nodes,12543832,1
ARDS_POI:01513,respiratory-failure-copd-exacerbation,Respiratory failure due to COPD exacerbation,POI_context,,,,,D012131,C0034063,kg_nodes,12543832,1
ARDS_POI:01514,t-tube-spontaneous-breathing-trial,T-tube spontaneous breathing trial,POI_intervention,weaning-from-mechanical-ventilation,2-hour T-tube spontaneous breathing trial to assess readiness for extubation and discontinuation of mechanical ventilation.,,,D011889,C0034585,robot_template_row,9279224,1
ARDS_POI:01515,pressure-support-ventilation-spontaneous-breathing-trial,Pressure support ventilation spontaneous breathing trial,POI_intervention,,,,,,,kg_nodes,9279224,1
ARDS_POI:01516,successful-extubation-48h,Successful extubation at 48 hours,POI_outcome,,,,,,,kg_nodes,9927366|9279224,2
ARDS_POI:01517,higher-failure-rate-during-trial,Higher failure rate during spontaneous breathing trial,POI_outcome,,,,,,,kg_nodes,9279224,1
ARDS_POI:01518,reintubation,Reintubation,POI_outcome,,,,,,,kg_nodes,9279224,1
ARDS_POI:01519,higher-mortality,Higher mortality in reintubated patients,POI_outcome,,,,,,,kg_nodes,12204871|16100131|9279224,3
ARDS_POI:01520,respiratory-failure,Respiratory failure,POI_context,,,,,D011889,C0034585,kg_nodes,9315812|18379236|12865378|9279224|15483407|9927355,6
ARDS_POI:01521,tidal-volume-reduction-for-ards,Tidal volume reduction for ARDS,POI_intervention,lung-protective-ventilation-strategy,Limiting end-inspiratory plateau pressure to 25 cm H2O using tidal volume below 10 ml/kg of body weight.,,DOID:11394,D012128,C0035222,robot_template_row,9847275,1
ARDS_POI:01522,high-vt-volutrauma,High tidal volume volutrauma,POI_mechanism,,,,,,,kg_nodes,9847275,1
ARDS_POI:01523,high-pressure-barotrauma,High airway pressure barotrauma,POI_mechanism,,,,,,,kg_nodes,9847275,1
ARDS_POI:01524,permissive-hypercapnia,Permissive hypercapnia,POI_mechanism,,,,,,,kg_nodes,7924367|9847275,2
ARDS_POI:01525,30-minute-spontaneous-breathing-trial,30-minute spontaneous breathing trial,POI_intervention,mechanical-ventilation-weaning-strategy,30-minute spontaneous breathing trial for ventilator weaning.,,,D011879,C0034065,robot_template_row,9927366,1
ARDS_POI:01526,120-minute-spontaneous-breathing-trial,120-minute spontaneous breathing trial,POI_intervention,,,,,,,kg_nodes,9927366,1
ARDS_POI:01527,reintubation-48h,Reintubation within 48 hours,POI_outcome,,,,,,,kg_nodes,9927366,1
ARDS_POI:01528,mechanical-ventilation-weaning,Mechanical ventilation weaning,POI_context,,,,,,,kg_nodes,9927366,1
ARDS_POI:01529,methylprednisolone-infusion,Methylprednisolone infusion,POI_intervention,corticosteroid-therapy,"Methylprednisolone infusion at 1 mg/kg/day for up to 28 days in early severe ARDS, to down-regulate systemic inflammation and improve pulmonary and extrapulmonary organ dysfunction.",,DOID:11394,D012128,C0035222,robot_template_row,17426195,1
ARDS_POI:01530,reduced-ards-severity-by-day-7,Reduced ARDS severity by day 7,POI_outcome,,,,,D012128,C0035222,kg_nodes,17426195,1
ARDS_POI:01531,reduced-systemic-inflammation,Reduced systemic inflammation,POI_mechanism,,,,,,,kg_nodes,17426195,1
ARDS_POI:01532,early-severe-ards,Early severe ARDS,POI_context,,,,,D012128,C0035222,kg_nodes,17426195,1
ARDS_POI:01533,systemic-inflammation-down-regulation,Systemic Inflammation Down Regulation,POI_mechanism,biological-process,,,,,,mechanism_node,17426195,1
ARDS_POI:01534,pulmonary-function-improvement,Pulmonary Function Improvement,POI_mechanism,biological-process,,,,,,mechanism_node,17426195,1
ARDS_POI:01535,extrapulmonary-organ-function-improvement,Extrapulmonary Organ Function Improvement,POI_mechanism,biological-process,,,,,,mechanism_node,17426195,1
ARDS_POI:01536,physiotherapy-for-critically-ill-adults,Physiotherapy for critically ill adults,POI_intervention,physical-therapy-intervention,"Physiotherapy targeting deconditioning, impaired airway clearance, atelectasis, intubation avoidance, and weaning failure in critically ill adult patients.",,,D003294,C0010300,robot_template_row,18283429,1
ARDS_POI:01537,deconditioning,Deconditioning,POI_mechanism,,,,,,,kg_nodes,18283429,1
ARDS_POI:01538,impaired-airway-clearance,Impaired airway clearance,POI_mechanism,,,,,,,kg_nodes,18283429,1
ARDS_POI:01539,atelectasis,Atelectasis,POI_mechanism,,,,,,,kg_nodes,18283429,1
ARDS_POI:01540,intubation-avoidance,Intubation avoidance,POI_mechanism,,,,,,,kg_nodes,18283429,1
ARDS_POI:01541,weaning-failure,Weaning failure,POI_mechanism,,,,,,,kg_nodes,18283429|16276167|12411288,3
ARDS_POI:01542,physiotherapy-target,Physiotherapy targets,POI_intervention,,,,,E02.760,C0032604,kg_nodes,18283429,1
ARDS_POI:01543,tocilizumab,Tocilizumab,POI_intervention,monoclonal-antibody-therapy,"Intravenous tocilizumab 8mg/kg up to 800mg, administered twice within 12 hours, for treatment of COVID-19 pneumonia.",,DOID:0080600,D000086382,C5203670,robot_template_row,33080005,1
ARDS_POI:01544,composite-clinical-worsening,Composite clinical worsening,POI_outcome,,,,,,,kg_nodes,33080005,1
ARDS_POI:01545,increased-use-noninvasive-ventilation,Increased use of noninvasive ventilation,POI_intervention,,,,,,,kg_nodes,17962636|16799775,2
ARDS_POI:01546,decreased-tidal-volumes-ards,Decreased tidal volumes in ARDS,POI_intervention,,,,,,,kg_nodes,17962636,1
ARDS_POI:01547,increased-peep-ards,Increased PEEP in ARDS,POI_intervention,,,,,,,kg_nodes,17962636,1
ARDS_POI:01548,increased-first-attempt-extubation-success,Increased first-attempt extubation success,POI_outcome,,,,,,,kg_nodes,17962636,1
ARDS_POI:01549,decreased-use-simv,Decreased use of SIMV,POI_intervention,,,,,,,kg_nodes,17962636,1
ARDS_POI:01550,improved-ards-outcomes,Improved ARDS outcomes,POI_outcome,,,,,D012128,C0035222,kg_nodes,17962636,1
ARDS_POI:01551,improved-weaning-outcomes,Improved weaning outcomes,POI_outcome,,,,,,,kg_nodes,17962636,1
ARDS_POI:01552,improved-ventilation-practices,Improved ventilation practices,POI_outcome,,,,,,,kg_nodes,17962636,1
ARDS_POI:01553,post-covid,Post-COVID era,POI_context,,,,,,,kg_nodes,17962636|31408142,2
ARDS_POI:01554,fluid-challenge,fluid challenge,POI_intervention,fluid-therapy,"Fluid challenge with either 1,000 ml crystalloids or 500 ml colloids to assess fluid responsiveness.",,,,,robot_template_row,15754196,1
ARDS_POI:01555,pulse-pressure-variation-deltapp,Pulse pressure variation (DeltaPP),POI_intervention,,,,,,,kg_nodes,15754196,1
ARDS_POI:01556,tidal-volume-gt8ml-kg,Tidal volume >8 ml/kg,POI_context,,,,,,,kg_nodes,15754196,1
ARDS_POI:01557,tidal-volume-lt8ml-kg,Tidal volume <8 ml/kg,POI_context,,,,,,,kg_nodes,15754196,1
ARDS_POI:01558,lymphopenia-on-admission,Lymphopenia on admission,POI_intervention,COVID-19-prognostic-factor,Low lymphocyte count on admission as a marker of severe COVID-19 disease course.,,,,,robot_template_row,32483488,1
ARDS_POI:01559,severe-covid-19-outcomes,Severe COVID-19 outcomes,POI_outcome,,,,,,,kg_nodes,32483488,1
ARDS_POI:01560,lung-protective-ventilation-with-low-tidal-volumes-and-permissive-hypercapnia,Lung-protective ventilation with low tidal volumes and permissive hypercapnia,POI_intervention,lung-protective-ventilation-strategy,"Ventilation strategy using low tidal volumes (4-7 mL/kg), limitation of peak inspiratory pressure to 30-40 cmH2O, spontaneous breathing with SIMV, and permissive hypercapnia without bicarbonate buffering to reduce ventilator-induced lung injury in severe ARDS.",,DOID:11394,D012128,C0035222,robot_template_row,7924367,1
ARDS_POI:01561,peak-inspiratory-pressure-limitation,Peak inspiratory pressure limitation,POI_mechanism,,,,,,,kg_nodes,7924367,1
ARDS_POI:01562,regional-lung-overdistention-reduction,Reduction of regional lung overdistension,POI_mechanism,,,,,,,kg_nodes,7924367,1
ARDS_POI:01563,ventilator-induced-lung-injury-reduction,Reduced ventilator-induced lung injury,POI_mechanism,,,,,,,kg_nodes,7924367,1
ARDS_POI:01564,noncardiothoracic-surgery,Noncardiothoracic surgery,POI_context,,,,,,,kg_nodes,16618957|16618955,2
ARDS_POI:01565,noninvasive-pressure-support-ventilation,noninvasive pressure support ventilation,POI_intervention,weaning-strategy,"Extubation and application of noninvasive pressure support ventilation by face mask, used as an alternative to invasive pressure support ventilation for weaning patients with COPD and acute hypercapnic respiratory failure.",,,D053120,C0199926,robot_template_row,12958051|9556465|7874950,3
ARDS_POI:01566,successful-weaning-60d,Successful weaning at 60 days,POI_outcome,,,,,,,kg_nodes,9556465,1
ARDS_POI:01567,improved-60d-survival,Improved 60-day survival,POI_outcome,,,,,,,kg_nodes,9556465,1
ARDS_POI:01568,avoidance-of-intubation-complications,Avoidance of intubation complications,POI_mechanism,,,,,,,kg_nodes,9556465,1
ARDS_POI:01569,alveolar-recruitment,Alveolar recruitment,POI_mechanism,,,,,,,kg_nodes,9556465,1
ARDS_POI:01570,copd-respiratory-failure,COPD with respiratory failure,POI_context,,,,,D003950,C0010200,kg_nodes,9556465,1
ARDS_POI:01571,alveolar-recruitment-noninvasive-ventilation,Alveolar Recruitment Noninvasive Ventilation,POI_mechanism,biological-process,,,,,,mechanism_node,9556465,1
ARDS_POI:01572,respiratory-mechanics-optimization,Respiratory Mechanics Optimization,POI_mechanism,biological-process,,,,,,mechanism_node,9556465,1
ARDS_POI:01573,gas-exchange-improvement,Gas Exchange Improvement,POI_mechanism,biological-process,,,,,,mechanism_node,9556465,1
ARDS_POI:01574,airway-pressure-release-ventilation-with-spontaneous-breathing,Airway pressure release ventilation with spontaneous breathing,POI_intervention,lung-protective-ventilation-strategy,"Ventilation strategy using APRV mode with continuous spontaneous breathing, enabled by infusion of sedatives (Ramsay score 3).",APRV with spontaneous breathing,,D000707,C0001285,robot_template_row,11435237,1
ARDS_POI:01575,spontaneous-breathing-during-aprv,Spontaneous breathing during APRV,POI_intervention,,,,,,,kg_nodes,11435237,1
ARDS_POI:01576,improved-cardiopulmonary-function,Improved cardiopulmonary function,POI_outcome,,,,,,,kg_nodes,11435237,1
ARDS_POI:01577,reduced-sedation-requirements,Reduced sedation requirements,POI_outcome,,,,,,,kg_nodes,11435237,1
ARDS_POI:01578,recruitment-of-atelectatic-lung-units,Recruitment Of Atelectatic Lung Units,POI_mechanism,biological-process,,,,,,mechanism_node,11435237,1
ARDS_POI:01579,lung-expansion-interventions,Lung expansion interventions,POI_intervention,perioperative-pulmonary-care-strategy,"Incentive spirometry, deep breathing exercises, and continuous positive airway pressure to expand and recruit atelectatic lung regions after noncardiothoracic surgery.",,,D011656,C0032943,robot_template_row,16618957,1
ARDS_POI:01580,reduced-postoperative-pulmonary-complications,Reduced postoperative pulmonary complications,POI_outcome,,,,,D011656,C0032943,kg_nodes,16618957,1
ARDS_POI:01581,abdominal-surgery,Abdominal surgery,POI_context,,,,,,,kg_nodes,16618957|19826023|11555536|17167013|25466352,5
ARDS_POI:01582,selective-nasogastric-tube-use-abdominal-surgery,Selective nasogastric tube use after abdominal surgery,POI_intervention,,,,,,,kg_nodes,16618957,1
ARDS_POI:01583,short-acting-neuromuscular-blocking-agents,Short-acting neuromuscular blocking agents,POI_intervention,,,,,,,kg_nodes,16618957,1
ARDS_POI:01584,new-ventilatory-approach-for-ards,new ventilatory approach for ARDS,POI_intervention,lung-protective-ventilation-strategy,"Ventilation strategy for ARDS aimed at minimizing alveolar overdistension and cyclic reopening, including maintenance of PEEP above lower inflection point, low VT, and pressure-limited modes.",NA,DOID:11394,D012128,C0035222,robot_template_row,8520744,1
ARDS_POI:01585,new-ventilatory-approach-na,New ventilatory approach,POI_intervention,,,,,,,kg_nodes,8520744,1
ARDS_POI:01586,improved-pao2-fio2,Improved PaO2/FiO2 ratio,POI_outcome,,,,,,,kg_nodes,8520744|8630585,2
ARDS_POI:01587,reduced-fio2-time-above-50,Reduced time with FiO2 > 50%,POI_outcome,,,,,,,kg_nodes,8520744,1
ARDS_POI:01588,reduced-fio2-at-day-of-death,Reduced FiO2 at day of death,POI_outcome,,,,,,,kg_nodes,8520744,1
ARDS_POI:01589,improved-weaning-rate,Improved weaning rate,POI_outcome,,,,,,,kg_nodes,8520744,1
ARDS_POI:01590,no-difference-in-mortality,No difference in mortality,POI_outcome,,,,,,,kg_nodes,30888444|8520744,2
ARDS_POI:01591,alveolar-overdistension,Alveolar overdistension,POI_mechanism,,,,,,,kg_nodes,8520744,1
ARDS_POI:01592,lung-protective-ventilation-parameters,Lung-protective ventilation parameters,POI_mechanism,,,,,,,kg_nodes,8520744,1
ARDS_POI:01593,muscle-weakness-after-critical-illness,Muscle weakness after critical illness,POI_outcome,,,,,,,kg_nodes,24247473,1
ARDS_POI:01594,bed-rest-duration-during-critical-illness,Duration of bed rest during critical illness,POI_mechanism,,,,,,,kg_nodes,24247473,1
ARDS_POI:01595,cumulative-corticosteroid-dose-icu,Cumulative corticosteroid dose in ICU,POI_mechanism,,,,,,,kg_nodes,24247473,1
ARDS_POI:01596,neuromuscular-blocker-use-icu,Neuromuscular blocker use in ICU,POI_mechanism,,,,,,,kg_nodes,24247473,1
ARDS_POI:01597,very-low-vt-with-extracorporeal-co2-removal-for-severe-ards,Very low Vt with extracorporeal CO2 removal for severe ARDS,POI_intervention,lung-protective-ventilation-strategy,Very low tidal volume ventilation (≈3 ml/kg) combined with extracorporeal CO2 removal to reduce ventilator-induced lung injury in severe ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,23306584,1
ARDS_POI:01598,low-vt-extracorporeal-co2-removal-ards,Low Vt with extracorporeal CO2 removal for ARDS,POI_intervention,,,,,,,kg_nodes,23306584,1
ARDS_POI:01599,reduced-vili-ards,Reduced ventilator-induced lung injury in ARDS,POI_outcome,,,,,,,kg_nodes,23306584,1
ARDS_POI:01600,tidal-hyperinflation-vili,Tidal Hyperinflation Vili,POI_mechanism,biological-process,,,,,,mechanism_node,23306584,1
ARDS_POI:01601,extracorporeal-co2-removal-vili-reduction,Extracorporeal Co2 Removal Vili Reduction,POI_mechanism,biological-process,,,,,,mechanism_node,23306584,1
ARDS_POI:01602,reduced-tidal-volume-ventilation,Reduced tidal volume ventilation,POI_intervention,,,,,,,kg_nodes,10470755,1
ARDS_POI:01603,stretch-induced-lung-injury,Stretch Induced Lung Injury,POI_mechanism,biological-process,,,,,,mechanism_node,10470755,1
ARDS_POI:01604,early-tocilizumab-treatment-in-covid-19-critical-illness,Early tocilizumab treatment in COVID-19 critical illness,POI_intervention,monoclonal-antibody-therapy,"Tocilizumab, a monoclonal antibody against the interleukin 6 receptor, administered within the first 2 days of ICU admission for critically ill COVID-19 patients.",,DOID:0080600,D059473,C5203229,robot_template_row,33080002,1
ARDS_POI:01605,tocilizumab-early-treatment-in-covid-icu,Early tocilizumab treatment in COVID-19 critical illness,POI_intervention,,,,,D018385,C0080174,kg_nodes,33080002,1
ARDS_POI:01606,reduced-mortality-in-covid-icu,Reduced mortality in COVID-19 critical illness,POI_outcome,,,,,D008288,C0018799,kg_nodes,33080002,1
ARDS_POI:01607,no-mortality-benefit-ards,No mortality benefit in ARDS,POI_outcome,,,,,D012128,C0035222,kg_nodes,19903918,1
ARDS_POI:01608,increased-complications,Increased complications with prone positioning,POI_outcome,,,,,,,kg_nodes,19903918,1
ARDS_POI:01609,noninvasive-ventilation-delivered-by-helmet,Noninvasive ventilation delivered by helmet,POI_intervention,noninvasive-ventilation-strategy,"Noninvasive ventilation delivered via a transparent helmet covering the entire head of the patient with a rubber collar neck seal, used for patients with acute respiratory distress syndrome.",,DOID:11394,D012128,C0035222,robot_template_row,27179847,1
ARDS_POI:01610,niv-delivered-by-helmet,Noninvasive ventilation delivered by helmet,POI_intervention,,,,,,,kg_nodes,27179847,1
ARDS_POI:01611,reduced-intubation-rate-ards,Reduced intubation rate in ARDS,POI_outcome,,,,,D012128,C0035222,kg_nodes,27179847,1
ARDS_POI:01612,reduced-reintubation-rate,Reduced reintubation rate,POI_outcome,,,,,,,kg_nodes,25003980|16276167,2
ARDS_POI:01613,reintubation-requirement,Requirement for reintubation,POI_outcome,,,,,,,kg_nodes,16276167,1
ARDS_POI:01614,higher-mortality-risk,Higher mortality risk,POI_outcome,,,,,,,kg_nodes,16276167,1
ARDS_POI:01615,ineffective-cough-excessive-secretions,Ineffective cough and excessive secretions,POI_mechanism,,,,,,,kg_nodes,16276167,1
ARDS_POI:01616,hypercapnia,Hypercapnia,POI_mechanism,,,,,D006965,C0020179,kg_nodes,19682735|16276167|12958051,3
ARDS_POI:01617,congestive-heart-failure,Congestive heart failure,POI_mechanism,,,,,D003324,C0018802,kg_nodes,8147550|16276167,2
ARDS_POI:01618,upper-airway-obstruction,Upper airway obstruction,POI_mechanism,,,,,D014564,C0042210,kg_nodes,16276167,1
ARDS_POI:01619,high-risk-postextubation-respiratory-failure,High risk of postextubation respiratory failure,POI_population,,,,,,,kg_nodes,16276167,1
ARDS_POI:01620,postextubation-respiratory-failure,Postextubation respiratory failure,POI_disease,,,,,D011656,C0032943,kg_nodes,16276167,1
ARDS_POI:01621,nasal-high-flow-oxygen-therapy,nasal high-flow oxygen therapy,POI_intervention,oxygen-delivery-device,Nasal high-flow oxygen therapy providing better humidification and airway pressure support compared to Venturi mask for postextubation respiratory failure.,NHF,,,,robot_template_row,25003980,1
ARDS_POI:01622,nasal-high-flow-oxygen-therapy-nhf,Nasal high-flow oxygen therapy,POI_intervention,,,,,,,kg_nodes,25003980,1
ARDS_POI:01623,improved-oxygenation-pao2fio2set,Improved oxygenation (PaO2/FiO2SET),POI_outcome,,,,,,,kg_nodes,25003980,1
ARDS_POI:01624,reduced-patient-discomfort,Reduced patient discomfort,POI_outcome,,,,,,,kg_nodes,25003980,1
ARDS_POI:01625,reduced-interface-displacements,Reduced interface displacements,POI_outcome,,,,,,,kg_nodes,25003980,1
ARDS_POI:01626,reduced-oxygen-desaturations,Reduced oxygen desaturations,POI_outcome,,,,,,,kg_nodes,25003980,1
ARDS_POI:01627,reduced-need-for-ventilator-support,Reduced need for ventilator support,POI_outcome,,,,,,,kg_nodes,25003980,1
ARDS_POI:01628,optimal-airway-pressure-support,Optimal Airway Pressure Support,POI_mechanism,biological-process,,,,,,mechanism_node,25003980,1
ARDS_POI:01629,prevention-of-postextubation-atelectasis,Prevention Of Postextubation Atelectasis,POI_mechanism,biological-process,,,,,,mechanism_node,25003980,1
ARDS_POI:01630,improved-airway-humidification,Improved Airway Humidification,POI_mechanism,biological-process,,,,,,mechanism_node,25003980,1
ARDS_POI:01631,reduced-treatment-failure,Reduced treatment failure,POI_outcome,,,,,,,kg_nodes,25980660|20483951,2
ARDS_POI:01632,hypoxemic-respiratory-failure-postcardiothoracic-surgery,Hypoxemic respiratory failure after cardiothoracic surgery,POI_context,,,,,D011656,C0032943,kg_nodes,25980660,1
ARDS_POI:01633,nppv-early-ards,Noninvasive positive pressure ventilation in early ARDS,POI_intervention,,,,,,,kg_nodes,17133177,1
ARDS_POI:01634,avoided-intubation,Avoidance of intubation,POI_outcome,,,,,,,kg_nodes,17133177,1
ARDS_POI:01635,reduced-vap,Reduced ventilator-associated pneumonia,POI_outcome,,,,,,,kg_nodes,17133177,1
ARDS_POI:01636,high-flow-nasal-cannula-oxygen-therapy,high-flow nasal cannula oxygen therapy,POI_intervention,respiratory-support-intervention,Provision of high-flow nasal cannula oxygen therapy in the 24 hours following extubation.,,,,,robot_template_row,26975498,1
ARDS_POI:01637,high-flow-nasal-cannula-oxygen-therapy-postextubation,High-flow nasal cannula oxygen therapy postextubation,POI_intervention,,,,,,,kg_nodes,26975498,1
ARDS_POI:01638,reduced-postextubation-respiratory-failure,Reduced postextubation respiratory failure,POI_outcome,,,,,,,kg_nodes,26975498,1
ARDS_POI:01639,low-risk-extubation,Low risk of extubation failure,POI_context,,,,,,,kg_nodes,26975498,1
ARDS_POI:01640,enteral-n-3-fatty-acid-gamma-linolenic-acid-and-antioxidant-supplementation,"Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",POI_intervention,nutritional-supplementation,"Twice-daily enteral supplementation of n-3 fatty acids, gamma-linolenic acid, and antioxidants for patients with acute lung injury.",,DOID:11394,D012128,C0035222,robot_template_row,21976613,1
ARDS_POI:01641,n-3-fatty-acid-gamma-linolenic-acid-antioxidant-enteral-supplementation,"Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",POI_intervention,,,,,,,kg_nodes,21976613,1
ARDS_POI:01642,reduced-ventilator-free-days,Reduced ventilator-free days,POI_outcome,,,,,,,kg_nodes,21976613,1
ARDS_POI:01643,increased-60-day-mortality,Increased 60-day mortality,POI_outcome,,,,,,,kg_nodes,21976613,1
ARDS_POI:01644,systemic-inflammatory-modulation,Systemic inflammatory modulation,POI_mechanism,,,,,,,kg_nodes,21976613,1
ARDS_POI:01645,lung-oxygenation-improvement,Lung oxygenation improvement,POI_mechanism,,,,,,,kg_nodes,21976613,1
ARDS_POI:01646,low-airway-pressures,Low airway pressures,POI_intervention,,,,,,,kg_nodes,31258917,1
ARDS_POI:01647,prone-positioning-moderate-severe-ards,Prone positioning for moderate/severe ARDS,POI_intervention,,,,,D011556,C0033847,kg_nodes,31258917,1
ARDS_POI:01648,high-peep-neuromuscular-blockade-ards,High PEEP and neuromuscular blockade for ARDS,POI_intervention,,,,,,,kg_nodes,31258917,1
ARDS_POI:01649,introduction-of-medical-emergency-team,introduction of medical emergency team,POI_intervention,hospital-rapid-response-team,Intensive care unit-based medical emergency team to evaluate and treat hospitalized patients at risk of adverse outcomes.,,,,,robot_template_row,15071378,1
ARDS_POI:01650,reduced-serious-adverse-events-after-major-surgery,Reduced serious adverse events after major surgery,POI_outcome,,,,,,,kg_nodes,15071378,1
ARDS_POI:01651,major-surgery,Major surgery context,POI_context,,,,,,,kg_nodes,15071378,1
ARDS_POI:01652,physical-rehabilitation,Physical rehabilitation,POI_intervention,rehabilitation-intervention,Physical rehabilitation for patients with intensive care unit-acquired weakness (ICUAW),,,D053220,C0034853,robot_template_row,25496103,1
ARDS_POI:01653,discharge-to-home-vs-facility-icuaw,Discharge to home vs rehabilitation facility in ICUAW,POI_outcome,,,,,,,kg_nodes,25496103,1
ARDS_POI:01654,sepsis-induced-weakness,Sepsis-induced weakness,POI_mechanism,,,,,,,kg_nodes,25496103,1
ARDS_POI:01655,ventilator-liberation-difficulty,Ventilator liberation difficulty,POI_mechanism,,,,,,,kg_nodes,25496103,1
